Date;GOOG.NASDAQ_AAPL - Close;GOOG.NASDAQ_GOOGL - Close;GOOG.NASDAQ_MSFT - Close;GOOG.NASDAQ_FB - Close;GOOG.NYSE_ORCL - Close
1999-06-21;1.66;;44.47;;34.13
1999-06-22;1.62;;43.25;;34.13
1999-06-23;1.56;;43.0;;35.13
1999-06-24;1.51;;42.31;;35.69
1999-06-25;1.51;;42.47;;35.75
1999-06-28;1.52;;43.38;;36.69
1999-06-29;1.62;;44.0;;37.13
1999-06-30;1.65;;45.09;;37.13
1999-07-01;1.62;;45.59;;37.75
1999-07-02;1.65;;46.0;;38.44
1999-07-06;1.69;;44.78;;38.69
1999-07-07;1.78;;46.16;;38.69
1999-07-08;1.95;;46.28;;38.94
1999-07-09;1.99;;46.62;;39.31
1999-07-12;1.95;;47.09;;38.88
1999-07-13;1.92;;46.81;;38.69
1999-07-14;2.0;;47.47;;38.06
1999-07-15;1.9;;47.19;;39.0
1999-07-16;1.9;;49.72;;39.75
1999-07-19;1.94;;49.19;;39.5
1999-07-20;1.89;;46.66;;37.5
1999-07-21;1.93;;47.34;;38.13
1999-07-22;1.87;;45.53;;36.25
1999-07-23;1.9;;45.12;;36.19
1999-07-26;1.82;;43.81;;35.0
1999-07-27;1.92;;44.41;;37.06
1999-07-28;1.94;;45.0;;37.69
1999-07-29;1.92;;43.47;;38.06
1999-07-30;1.99;;42.91;;38.06
1999-08-02;1.99;;42.41;;38.13
1999-08-03;1.97;;42.38;;37.13
1999-08-04;1.92;;42.47;;36.75
1999-08-05;1.96;;42.88;;36.75
1999-08-06;1.93;;42.56;;36.5
1999-08-09;1.94;;41.91;;36.38
1999-08-10;1.98;;41.47;;36.0
1999-08-11;2.13;;42.09;;36.75
1999-08-12;2.14;;40.88;;35.5
1999-08-13;2.15;;42.34;;38.63
1999-08-16;2.16;;42.16;;39.31
1999-08-17;2.15;;42.28;;37.31
1999-08-18;2.15;;42.5;;35.44
1999-08-19;2.1;;41.91;;36.0
1999-08-20;2.11;;41.69;;37.0
1999-08-23;2.17;;43.22;;37.56
1999-08-24;2.16;;46.09;;36.94
1999-08-25;2.19;;47.66;;36.94
1999-08-26;2.22;;47.31;;37.13
1999-08-27;2.31;;46.62;;37.0
1999-08-30;2.22;;46.12;;36.5
1999-08-31;2.33;;46.28;;36.5
1999-09-01;2.45;;46.19;;37.69
1999-09-02;2.52;;45.91;;38.44
1999-09-03;2.62;;47.94;;41.5
1999-09-07;2.73;;47.12;;43.81
1999-09-08;2.66;;46.12;;44.31
1999-09-09;2.7;;47.03;;44.06
1999-09-10;2.77;;47.5;;46.38
1999-09-13;2.68;;46.94;;45.75
1999-09-14;2.78;;47.53;;45.44
1999-09-15;2.69;;46.31;;42.69
1999-09-16;2.74;;46.88;;42.19
1999-09-17;2.75;;48.22;;43.56
1999-09-20;2.82;;48.78;;45.13
1999-09-21;2.47;;47.31;;44.5
1999-09-22;2.51;;48.03;;45.69
1999-09-23;2.26;;45.59;;43.5
1999-09-24;2.32;;45.47;;42.19
1999-09-27;2.19;;45.72;;42.31
1999-09-28;2.13;;46.06;;42.88
1999-09-29;2.11;;44.75;;43.31
1999-09-30;2.26;;45.28;;45.5
1999-10-01;2.2;;44.99;;45.25
1999-10-04;2.31;;46.28;;46.5
1999-10-05;2.43;;45.91;;46.25
1999-10-06;2.4;;46.84;;45.88
1999-10-07;2.37;;46.88;;44.69
1999-10-08;2.34;;47.47;;45.25
1999-10-11;2.38;;47.16;;46.06
1999-10-12;2.42;;46.28;;47.0
1999-10-13;2.29;;45.53;;47.44
1999-10-14;2.61;;45.34;;46.78
1999-10-15;2.66;;44.03;;45.0
1999-10-18;2.62;;43.94;;43.88
1999-10-19;2.45;;43.16;;43.81
1999-10-20;2.68;;46.12;;44.75
1999-10-21;2.72;;46.53;;45.19
1999-10-22;2.64;;46.34;;44.13
1999-10-25;2.66;;46.22;;43.31
1999-10-26;2.68;;46.19;;43.44
1999-10-27;2.73;;45.44;;44.81
1999-10-28;2.78;;44.94;;45.88
1999-10-29;2.86;;46.28;;47.56
1999-11-01;2.77;;46.19;;51.19
1999-11-02;2.87;;46.25;;53.06
1999-11-03;2.91;;46.03;;57.31
1999-11-04;2.99;;45.88;;58.19
1999-11-05;3.15;;45.81;;58.63
1999-11-08;3.44;;45.0;;59.44
1999-11-09;3.2;;44.41;;58.5
1999-11-10;3.26;;43.53;;58.88
1999-11-11;3.29;;44.81;;62.06
1999-11-12;3.24;;44.59;;65.06
1999-11-15;3.19;;43.53;;64.31
1999-11-16;3.26;;43.66;;64.38
1999-11-17;3.23;;42.53;;71.0
1999-11-18;3.2;;42.47;;74.19
1999-11-19;3.3;;43.0;;76.25
1999-11-22;3.23;;45.09;;77.19
1999-11-23;3.32;;45.19;;73.56
1999-11-24;3.38;;45.81;;71.63
1999-11-26;3.39;;46.0;;73.81
1999-11-29;3.43;;45.28;;72.63
1999-11-30;3.55;;45.34;;68.19
1999-12-01;3.68;;46.59;;70.75
1999-12-02;3.94;;47.41;;75.75
1999-12-03;4.11;;48.06;;78.69
1999-12-06;4.16;;47.66;;78.44
1999-12-07;4.21;;46.5;;79.31
1999-12-08;3.93;;45.91;;76.25
1999-12-09;3.76;;46.41;;78.69
1999-12-10;3.68;;46.91;;84.69
1999-12-13;3.54;;48.31;;79.81
1999-12-14;3.39;;49.34;;76.94
1999-12-15;3.46;;54.22;;90.38
1999-12-16;3.51;;56.84;;89.56
1999-12-17;3.57;;57.62;;90.69
1999-12-20;3.5;;56.38;;96.31
1999-12-21;3.66;;57.94;;97.69
1999-12-22;3.57;;58.78;;105.06
1999-12-23;3.7;;58.72;;106.69
1999-12-27;3.55;;59.56;;104.38
1999-12-28;3.51;;58.75;;106.13
1999-12-29;3.46;;58.84;;110.0
1999-12-30;3.58;;58.81;;111.38
1999-12-31;3.67;;58.38;;112.06
2000-01-03;4.0;;58.34;;118.13
2000-01-04;3.66;;56.31;;107.69
2000-01-05;3.71;;56.91;;102.0
2000-01-06;3.39;;55.0;;96.0
2000-01-07;3.54;;55.72;;103.38
2000-01-10;3.49;;56.12;;115.75
2000-01-11;3.31;;54.69;;112.38
2000-01-12;3.11;;52.91;;105.63
2000-01-13;3.46;;53.91;;105.25
2000-01-14;3.59;;56.12;;106.81
2000-01-18;3.71;;57.66;;111.25
2000-01-19;3.81;;53.5;;57.12
2000-01-20;4.05;;53.0;;59.25
2000-01-21;3.98;;51.88;;59.69
2000-01-24;3.79;;50.62;;54.19
2000-01-25;4.01;;51.41;;56.44
2000-01-26;3.94;;49.69;;55.06
2000-01-27;3.93;;49.38;;51.81
2000-01-28;3.63;;49.12;;47.38
2000-01-31;3.71;;48.94;;49.95
2000-02-01;3.58;;51.47;;54.0
2000-02-02;3.53;;50.41;;54.31
2000-02-03;3.69;;51.81;;56.69
2000-02-04;3.86;;53.28;;57.81
2000-02-07;4.07;;53.31;;59.81
2000-02-08;4.1;;54.97;;59.56
2000-02-09;4.02;;52.0;;60.44
2000-02-10;4.05;;53.0;;62.31
2000-02-11;3.88;;49.97;;59.69
2000-02-14;4.14;;49.81;;62.19
2000-02-15;4.25;;49.28;;61.38
2000-02-16;4.08;;48.81;;61.25
2000-02-17;4.1;;49.81;;61.62
2000-02-18;3.97;;47.53;;58.56
2000-02-22;4.06;;46.91;;59.31
2000-02-23;4.15;;47.12;;63.06
2000-02-24;4.11;;47.38;;61.94
2000-02-25;3.94;;45.66;;70.62
2000-02-28;4.04;;45.78;;68.62
2000-02-29;4.09;;44.69;;74.25
2000-03-01;4.65;;45.41;;71.5
2000-03-02;4.36;;46.69;;68.5
2000-03-03;4.57;;48.06;;75.0
2000-03-06;4.49;;45.31;;75.75
2000-03-07;4.39;;46.44;;74.94
2000-03-08;4.36;;47.78;;83.12
2000-03-09;4.37;;50.0;;84.0
2000-03-10;4.49;;50.5;;81.62
2000-03-13;4.33;;49.0;;78.75
2000-03-14;4.08;;47.56;;77.0
2000-03-15;4.15;;47.69;;78.62
2000-03-16;4.34;;47.69;;81.94
2000-03-17;4.46;;49.69;;79.81
2000-03-20;4.39;;48.69;;78.12
2000-03-21;4.82;;51.38;;80.69
2000-03-22;5.15;;51.62;;84.06
2000-03-23;5.05;;55.94;;86.88
2000-03-24;4.95;;55.84;;87.0
2000-03-27;4.98;;52.03;;88.44
2000-03-28;4.97;;52.16;;86.56
2000-03-29;4.85;;53.59;;82.5
2000-03-30;4.49;;51.69;;78.44
2000-03-31;4.85;;53.12;;78.06
2000-04-03;4.76;;45.44;;76.88
2000-04-04;4.55;;44.28;;75.94
2000-04-05;4.66;;43.19;;78.25
2000-04-06;4.47;;43.0;;82.19
2000-04-07;4.71;;44.53;;87.12
2000-04-10;8.93;;43.03;;82.5
2000-04-11;4.27;;41.94;;77.38
2000-04-12;3.9;;39.69;;73.12
2000-04-13;4.06;;39.62;;71.94
2000-04-14;4.0;;37.06;;63.52
2000-04-17;4.42;;37.94;;74.81
2000-04-18;4.53;;40.28;;78.94
2000-04-19;4.33;;39.34;;74.56
2000-04-20;4.25;;39.47;;70.81
2000-04-24;4.3;;33.31;;72.44
2000-04-25;4.58;;34.69;;75.56
2000-04-26;4.33;;34.0;;72.19
2000-04-27;4.53;;34.91;;77.31
2000-04-28;4.43;;34.88;;79.94
2000-05-01;4.44;;36.72;;79.69
2000-05-02;4.21;;34.94;;77.81
2000-05-03;4.11;;35.28;;75.81
2000-05-04;3.95;;35.22;;74.25
2000-05-05;4.04;;35.56;;76.81
2000-05-08;3.93;;34.91;;72.31
2000-05-09;3.77;;33.91;;72.0
2000-05-10;3.55;;33.09;;67.62
2000-05-11;3.67;;33.94;;72.38
2000-05-12;3.84;;34.41;;74.19
2000-05-15;3.61;;34.69;;77.0
2000-05-16;3.77;;34.75;;79.19
2000-05-17;3.62;;33.84;;78.19
2000-05-18;3.6;;33.09;;73.06
2000-05-19;3.36;;32.53;;70.06
2000-05-22;3.21;;32.09;;67.81
2000-05-23;3.06;;31.59;;62.62
2000-05-24;3.13;;32.78;;64.25
2000-05-25;3.12;;30.75;;66.44
2000-05-26;3.08;;30.72;;67.0
2000-05-30;3.13;;31.69;;74.19
2000-05-31;3.0;;31.28;;71.88
2000-06-01;3.18;;32.28;;77.88
2000-06-02;3.31;;33.16;;80.19
2000-06-05;3.26;;33.44;;80.94
2000-06-06;3.32;;34.81;;77.06
2000-06-07;3.45;;35.25;;80.0
2000-06-08;3.39;;34.41;;82.38
2000-06-09;3.42;;34.41;;82.69
2000-06-12;3.26;;33.44;;80.56
2000-06-13;3.38;;33.94;;81.69
2000-06-14;3.23;;35.25;;79.0
2000-06-15;3.3;;36.19;;82.5
2000-06-16;3.26;;36.28;;81.88
2000-06-19;3.45;;36.84;;86.0
2000-06-20;3.62;;37.47;;86.05
2000-06-21;3.97;;40.34;;86.19
2000-06-22;3.84;;39.94;;81.5
2000-06-23;3.69;;38.84;;79.5
2000-06-26;3.87;;39.75;;82.69
2000-06-27;3.7;;39.41;;82.25
2000-06-28;3.89;;39.47;;82.94
2000-06-29;3.66;;38.59;;80.88
2000-06-30;3.74;;40.0;;84.06
2000-07-03;3.81;;40.0;;80.19
2000-07-05;3.69;;39.25;;72.31
2000-07-06;3.7;;40.47;;75.62
2000-07-07;3.89;;41.0;;75.88
2000-07-10;4.08;;39.72;;74.12
2000-07-11;4.07;;39.56;;72.31
2000-07-12;4.21;;40.16;;74.69
2000-07-13;4.04;;39.97;;75.75
2000-07-14;4.12;;39.47;;76.12
2000-07-17;4.17;;39.09;;76.12
2000-07-18;4.09;;39.25;;74.19
2000-07-19;3.76;;36.56;;73.75
2000-07-20;3.94;;37.41;;78.12
2000-07-21;3.83;;36.16;;75.44
2000-07-24;3.48;;35.28;;75.0
2000-07-25;3.58;;34.5;;76.0
2000-07-26;3.58;;33.91;;76.75
2000-07-27;3.71;;34.69;;75.06
2000-07-28;3.45;;34.84;;72.38
2000-07-31;3.63;;34.91;;75.19
2000-08-01;3.52;;34.34;;73.12
2000-08-02;3.38;;34.69;;73.12
2000-08-03;3.43;;35.12;;77.44
2000-08-04;3.38;;34.56;;81.56
2000-08-07;3.42;;35.0;;81.88
2000-08-08;3.34;;37.06;;83.0
2000-08-09;3.39;;37.12;;81.38
2000-08-10;3.4;;36.31;;80.06
2000-08-11;3.41;;36.22;;81.12
2000-08-14;3.36;;36.09;;82.38
2000-08-15;3.33;;35.81;;81.25
2000-08-16;3.46;;35.5;;81.19
2000-08-17;3.67;;35.78;;83.94
2000-08-18;3.57;;35.5;;81.31
2000-08-21;3.61;;35.31;;83.19
2000-08-22;3.69;;35.62;;83.56
2000-08-23;3.88;;35.38;;82.88
2000-08-24;4.01;;35.56;;84.69
2000-08-25;4.06;;35.31;;84.62
2000-08-28;4.15;;35.66;;86.75
2000-08-29;4.23;;35.47;;87.75
2000-08-30;4.25;;35.0;;88.25
2000-08-31;4.35;;34.91;;90.94
2000-09-01;4.53;;35.09;;92.62
2000-09-05;4.46;;35.06;;91.06
2000-09-06;4.17;;34.72;;89.25
2000-09-07;4.43;;35.03;;91.19
2000-09-08;4.21;;34.66;;86.56
2000-09-11;4.17;;34.41;;83.44
2000-09-12;4.12;;34.06;;79.38
2000-09-13;4.14;;34.12;;81.81
2000-09-14;4.06;;32.91;;84.94
2000-09-15;3.95;;32.09;;78.31
2000-09-18;4.33;;31.5;;76.47
2000-09-19;4.28;;32.5;;79.31
2000-09-20;4.36;;32.12;;79.94
2000-09-21;4.05;;32.09;;78.94
2000-09-22;3.73;;31.62;;80.73
2000-09-25;3.82;;30.62;;78.75
2000-09-26;3.67;;31.34;;79.44
2000-09-27;3.5;;30.31;;79.88
2000-09-28;3.82;;30.66;;81.48
2000-09-29;1.84;;30.16;;78.75
2000-10-02;1.73;;29.56;;78.75
2000-10-03;1.59;;28.28;;69.5
2000-10-04;1.69;;27.72;;68.12
2000-10-05;1.58;;27.69;;68.31
2000-10-06;1.58;;27.78;;67.62
2000-10-09;1.55;;27.09;;66.75
2000-10-10;1.49;;27.28;;64.62
2000-10-11;1.4;;27.88;;62.25
2000-10-12;1.43;;27.19;;63.0
2000-10-13;1.58;;26.88;;35.62
2000-10-16;1.54;;25.19;;34.56
2000-10-17;1.44;;25.22;;33.69
2000-10-18;1.44;;25.88;;33.56
2000-10-19;1.35;;30.94;;36.38
2000-10-20;1.39;;32.59;;35.25
2000-10-23;1.46;;31.06;;34.06
2000-10-24;1.35;;30.75;;35.81
2000-10-25;1.32;;30.62;;34.38
2000-10-26;1.32;;32.22;;34.06
2000-10-27;1.33;;33.84;;34.19
2000-10-30;1.38;;34.53;;31.62
2000-10-31;1.4;;34.44;;33.0
2000-11-01;1.46;;34.81;;31.38
2000-11-02;1.59;;35.16;;29.56
2000-11-03;1.59;;34.12;;30.31
2000-11-06;1.53;;34.75;;27.94
2000-11-07;1.52;;35.25;;26.56
2000-11-08;1.43;;34.72;;24.81
2000-11-09;1.44;;35.44;;27.19
2000-11-10;1.36;;33.69;;25.44
2000-11-13;1.38;;33.22;;24.75
2000-11-14;1.45;;34.41;;28.38
2000-11-15;1.42;;35.03;;28.88
2000-11-16;1.36;;34.47;;27.38
2000-11-17;1.32;;34.53;;28.81
2000-11-20;1.35;;33.59;;24.75
2000-11-21;1.34;;33.88;;23.88
2000-11-22;1.32;;34.12;;22.31
2000-11-24;1.38;;34.97;;24.12
2000-11-27;1.33;;35.34;;23.12
2000-11-28;1.29;;33.5;;22.66
2000-11-29;1.25;;32.53;;22.88
2000-11-30;1.18;;28.69;;26.5
2000-12-01;1.22;;28.31;;26.44
2000-12-04;1.19;;28.22;;28.19
2000-12-05;1.21;;29.94;;31.5
2000-12-06;1.02;;28.34;;30.19
2000-12-07;1.02;;26.56;;28.31
2000-12-08;1.08;;27.22;;30.06
2000-12-11;1.08;;29.03;;31.94
2000-12-12;1.1;;29.19;;30.75
2000-12-13;1.07;;28.62;;28.38
2000-12-14;1.03;;27.75;;27.5
2000-12-15;1.0;;24.59;;28.56
2000-12-18;1.02;;23.91;;32.0
2000-12-19;1.0;;22.41;;30.62
2000-12-20;1.03;;20.75;;28.5
2000-12-21;1.0;;21.72;;29.5
2000-12-22;1.07;;23.22;;31.88
2000-12-26;1.05;;23.44;;30.94
2000-12-27;1.06;;23.22;;30.69
2000-12-28;1.06;;22.28;;31.06
2000-12-29;1.06;;21.69;;29.06
2001-01-02;1.06;;21.69;;26.38
2001-01-03;1.17;;23.97;;32.0
2001-01-04;1.22;;24.22;;32.56
2001-01-05;1.17;;24.56;;30.12
2001-01-08;1.18;;24.47;;30.0
2001-01-09;1.23;;25.91;;31.5
2001-01-10;1.18;;26.44;;32.75
2001-01-11;1.29;;27.5;;33.31
2001-01-12;1.23;;26.75;;32.31
2001-01-16;1.22;;26.28;;31.81
2001-01-17;1.2;;26.47;;33.25
2001-01-18;1.33;;27.81;;33.81
2001-01-19;1.39;;30.5;;34.56
2001-01-22;1.38;;30.06;;31.81
2001-01-23;1.46;;30.28;;31.48
2001-01-24;1.46;;31.47;;30.06
2001-01-25;1.42;;30.91;;29.94
2001-01-26;1.4;;32.0;;30.38
2001-01-29;1.55;;32.25;;30.44
2001-01-30;1.55;;31.69;;30.31
2001-01-31;1.54;;30.53;;29.12
2001-02-01;1.51;;31.19;;30.06
2001-02-02;1.47;;30.41;;27.75
2001-02-05;1.44;;30.97;;27.5
2001-02-06;1.51;;31.28;;27.62
2001-02-07;1.48;;32.34;;27.69
2001-02-08;1.48;;31.12;;27.12
2001-02-09;1.37;;29.56;;23.56
2001-02-12;1.41;;29.38;;23.0
2001-02-13;1.37;;29.09;;22.56
2001-02-14;1.39;;29.19;;25.0
2001-02-15;1.43;;29.41;;25.5
2001-02-16;1.36;;28.66;;24.0
2001-02-20;1.31;;27.94;;23.12
2001-02-21;1.35;;28.12;;23.0
2001-02-22;1.34;;27.59;;23.38
2001-02-23;1.34;;28.22;;22.0
2001-02-26;1.39;;29.78;;23.19
2001-02-27;1.38;;29.69;;21.69
2001-02-28;1.3;;29.5;;19.0
2001-03-01;1.34;;29.68;;21.38
2001-03-02;1.38;;28.34;;16.88
2001-03-05;1.46;;28.72;;17.0
2001-03-06;1.54;;29.72;;17.62
2001-03-07;1.52;;30.34;;18.62
2001-03-08;1.49;;29.62;;17.5
2001-03-09;1.45;;28.34;;16.38
2001-03-12;1.33;;25.97;;15.25
2001-03-13;1.4;;27.09;;16.94
2001-03-14;1.46;;27.0;;16.06
2001-03-15;1.41;;26.84;;14.69
2001-03-16;1.4;;27.28;;14.06
2001-03-19;1.47;;27.16;;15.44
2001-03-20;1.41;;26.34;;14.38
2001-03-21;1.44;;25.03;;14.75
2001-03-22;1.54;;27.0;;15.5
2001-03-23;1.64;;28.28;;15.88
2001-03-26;1.56;;28.03;;15.69
2001-03-27;1.63;;29.12;;16.65
2001-03-28;1.58;;27.78;;15.1
2001-03-29;1.61;;27.69;;14.52
2001-03-30;1.58;;27.34;;14.98
2001-04-02;1.54;;27.91;;15.32
2001-04-03;1.45;;26.69;;13.25
2001-04-04;1.39;;25.97;;13.48
2001-04-05;1.49;;28.38;;14.74
2001-04-06;1.47;;28.09;;13.86
2001-04-09;1.47;;28.58;;14.05
2001-04-10;1.57;;29.84;;14.97
2001-04-11;1.56;;30.5;;15.53
2001-04-12;1.6;;31.09;;15.82
2001-04-16;1.53;;30.39;;15.96
2001-04-17;1.46;;30.74;;16.22
2001-04-18;1.63;;32.72;;17.92
2001-04-19;1.84;;34.01;;20.31
2001-04-20;1.79;;34.5;;19.75
2001-04-23;1.73;;34.12;;17.15
2001-04-24;1.72;;33.78;;16.97
2001-04-25;1.77;;34.84;;17.23
2001-04-26;1.76;;34.57;;16.9
2001-04-27;1.87;;33.56;;17.15
2001-04-30;1.82;;33.88;;16.16
2001-05-01;1.85;;35.08;;16.04
2001-05-02;1.9;;34.88;;17.17
2001-05-03;1.78;;34.26;;16.45
2001-05-04;1.84;;35.38;;17.09
2001-05-07;1.78;;35.69;;16.87
2001-05-08;1.76;;36.03;;17.04
2001-05-09;1.71;;35.2;;17.06
2001-05-10;1.64;;35.0;;16.39
2001-05-11;1.63;;34.7;;15.9
2001-05-14;1.66;;34.36;;16.04
2001-05-15;1.66;;34.14;;15.93
2001-05-16;1.72;;34.58;;16.4
2001-05-17;1.68;;34.08;;16.12
2001-05-18;1.68;;34.04;;16.28
2001-05-21;1.68;;34.39;;18.1
2001-05-22;1.68;;35.16;;17.58
2001-05-23;1.66;;34.85;;16.84
2001-05-24;1.66;;35.86;;17.3
2001-05-25;1.63;;35.46;;16.51
2001-05-29;1.53;;35.17;;15.61
2001-05-30;1.41;;34.59;;14.51
2001-05-31;1.42;;34.59;;15.3
2001-06-01;1.49;;35.17;;15.86
2001-06-04;1.48;;35.39;;16.06
2001-06-05;1.5;;36.3;;16.76
2001-06-06;1.48;;36.18;;17.0
2001-06-07;1.55;;36.82;;17.33
2001-06-08;1.52;;36.59;;17.01
2001-06-11;1.43;;36.06;;16.19
2001-06-12;1.45;;36.04;;16.14
2001-06-13;1.46;;35.34;;15.5
2001-06-14;1.42;;34.45;;14.85
2001-06-15;1.46;;34.01;;15.0
2001-06-18;1.45;;33.44;;14.84
2001-06-19;1.44;;33.66;;16.76
2001-06-20;1.55;;34.7;;17.52
2001-06-21;1.61;;34.92;;17.9
2001-06-22;1.59;;34.42;;17.48
2001-06-25;1.71;;34.42;;17.77
2001-06-26;1.7;;35.07;;18.44
2001-06-27;1.67;;35.57;;18.04
2001-06-28;1.68;;36.37;;19.18
2001-06-29;1.66;;36.5;;19.0
2001-07-02;1.71;;35.3;;19.58
2001-07-03;1.7;;35.24;;19.77
2001-07-05;1.66;;34.26;;18.93
2001-07-06;1.57;;33.03;;18.21
2001-07-09;1.62;;32.84;;18.91
2001-07-10;1.51;;32.24;;17.59
2001-07-11;1.61;;33.25;;18.0
2001-07-12;1.74;;35.8;;19.66
2001-07-13;1.78;;35.67;;19.54
2001-07-16;1.71;;35.59;;18.7
2001-07-17;1.79;;35.91;;19.5
2001-07-18;1.48;;35.28;;18.78
2001-07-19;1.43;;36.28;;19.17
2001-07-20;1.43;;34.59;;19.07
2001-07-23;1.4;;33.54;;18.13
2001-07-24;1.36;;33.16;;18.21
2001-07-25;1.32;;33.67;;19.26
2001-07-26;1.33;;33.3;;19.36
2001-07-27;1.35;;32.74;;19.06
2001-07-30;1.35;;32.9;;18.67
2001-07-31;1.34;;33.09;;18.08
2001-08-01;1.36;;33.24;;18.32
2001-08-02;1.42;;33.72;;18.31
2001-08-03;1.39;;33.45;;18.0
2001-08-06;1.37;;33.07;;17.46
2001-08-07;1.38;;33.18;;17.24
2001-08-08;1.35;;32.43;;16.3
2001-08-09;1.36;;32.5;;15.99
2001-08-10;1.36;;32.76;;15.16
2001-08-13;1.36;;32.92;;15.69
2001-08-14;1.34;;32.34;;15.55
2001-08-15;1.32;;31.6;;15.01
2001-08-16;1.33;;32.31;;15.31
2001-08-17;1.29;;30.94;;14.72
2001-08-20;1.29;;31.35;;14.81
2001-08-21;1.28;;30.39;;14.13
2001-08-22;1.3;;30.33;;14.64
2001-08-23;1.27;;29.56;;14.01
2001-08-24;1.33;;31.03;;15.19
2001-08-27;1.35;;31.16;;14.93
2001-08-28;1.31;;30.37;;14.01
2001-08-29;1.27;;30.12;;13.35
2001-08-30;1.27;;28.47;;12.0
2001-08-31;1.33;;28.53;;12.21
2001-09-04;1.3;;28.05;;12.08
2001-09-05;1.32;;28.87;;12.07
2001-09-06;1.27;;28.01;;10.92
2001-09-07;1.23;;27.7;;11.07
2001-09-10;1.24;;28.79;;11.46
2001-09-17;1.21;;26.46;;11.01
2001-09-18;1.16;;27.16;;11.38
2001-09-19;1.22;;26.93;;11.2
2001-09-20;1.12;;25.38;;11.31
2001-09-21;1.12;;24.86;;10.76
2001-09-24;1.17;;26.0;;12.52
2001-09-25;1.11;;25.65;;12.25
2001-09-26;1.08;;25.14;;12.2
2001-09-27;1.11;;24.98;;12.04
2001-09-28;1.11;;25.58;;12.58
2001-10-01;1.11;;25.89;;12.58
2001-10-02;1.08;;26.53;;12.6
2001-10-03;1.07;;28.12;;13.66
2001-10-04;1.13;;28.22;;13.79
2001-10-05;1.15;;28.86;;14.2
2001-10-08;1.16;;29.02;;13.9
2001-10-09;1.14;;27.28;;13.7
2001-10-10;1.2;;27.76;;14.29
2001-10-11;1.27;;28.16;;14.97
2001-10-12;1.29;;28.19;;14.94
2001-10-15;1.28;;29.03;;14.44
2001-10-16;1.29;;29.22;;14.94
2001-10-17;1.21;;28.02;;13.66
2001-10-18;1.29;;28.38;;14.26
2001-10-19;1.31;;28.95;;14.54
2001-10-22;1.36;;30.08;;14.95
2001-10-23;1.3;;30.22;;15.01
2001-10-24;1.35;;30.66;;14.66
2001-10-25;1.37;;31.28;;13.95
2001-10-26;1.33;;31.1;;13.58
2001-10-29;1.26;;29.82;;13.4
2001-10-30;1.26;;29.44;;13.5
2001-10-31;1.25;;29.08;;13.56
2001-11-01;1.33;;30.92;;14.17
2001-11-02;1.33;;30.7;;14.45
2001-11-05;1.36;;31.64;;14.96
2001-11-06;1.4;;32.39;;15.22
2001-11-07;1.4;;32.12;;15.58
2001-11-08;1.34;;32.21;;15.45
2001-11-09;1.34;;32.6;;15.38
2001-11-12;1.34;;32.9;;15.4
2001-11-13;1.38;;33.95;;14.52
2001-11-14;1.4;;32.98;;14.92
2001-11-15;1.39;;33.06;;14.79
2001-11-16;1.36;;32.88;;14.55
2001-11-19;1.43;;33.27;;14.87
2001-11-20;1.4;;32.7;;14.56
2001-11-21;1.41;;32.02;;14.08
2001-11-23;1.42;;32.36;;14.36
2001-11-26;1.53;;32.57;;14.74
2001-11-27;1.5;;31.87;;14.42
2001-11-28;1.47;;31.4;;14.12
2001-11-29;1.46;;32.42;;14.19
2001-11-30;1.52;;32.1;;14.03
2001-12-03;1.5;;32.38;;13.7
2001-12-04;1.6;;33.0;;13.8
2001-12-05;1.7;;34.05;;15.37
2001-12-06;1.63;;34.32;;15.9
2001-12-07;1.61;;33.92;;15.91
2001-12-10;1.61;;33.53;;15.42
2001-12-11;1.56;;33.66;;15.11
2001-12-12;1.54;;33.98;;15.1
2001-12-13;1.5;;33.14;;14.67
2001-12-14;1.46;;33.72;;14.57
2001-12-17;1.47;;34.49;;14.79
2001-12-18;1.5;;34.64;;15.05
2001-12-19;1.54;;34.74;;14.92
2001-12-20;1.48;;33.38;;14.49
2001-12-21;1.5;;33.77;;14.38
2001-12-24;1.53;;33.64;;14.34
2001-12-26;1.54;;33.84;;14.09
2001-12-27;1.58;;33.92;;13.99
2001-12-28;1.6;;33.94;;14.06
2001-12-31;1.56;;33.12;;13.81
2002-01-02;1.66;;33.52;;13.98
2002-01-03;1.68;;34.62;;15.29
2002-01-04;1.69;;34.45;;15.45
2002-01-07;1.64;;34.28;;15.49
2002-01-08;1.62;;34.69;;15.75
2002-01-09;1.55;;34.36;;16.73
2002-01-10;1.52;;34.64;;16.69
2002-01-11;1.5;;34.3;;16.27
2002-01-14;1.51;;34.24;;16.39
2002-01-15;1.55;;34.78;;16.99
2002-01-16;1.48;;33.94;;16.58
2002-01-17;1.61;;34.93;;17.22
2002-01-18;1.58;;33.05;;16.48
2002-01-22;1.56;;32.23;;15.94
2002-01-23;1.64;;31.87;;16.75
2002-01-24;1.66;;32.33;;17.25
2002-01-25;1.66;;31.9;;16.69
2002-01-28;1.66;;31.91;;16.9
2002-01-29;1.65;;31.16;;16.5
2002-01-30;1.72;;31.42;;16.62
2002-01-31;1.77;;31.86;;17.26
2002-02-01;1.74;;31.33;;16.39
2002-02-04;1.81;;30.56;;16.12
2002-02-05;1.82;;30.58;;15.81
2002-02-06;1.76;;30.2;;16.04
